EmployeeNo,Division,Qualification,Gender,Channel_of_Recruitment,Trainings_Attended,Year_of_birth,Last_performance_score,Year_of_recruitment,Targets_met,Previous_Award,Training_score_average,State_Of_Origin,Foreign_schooled,Marital_Status,Past_Disciplinary_Action,Previous_IntraDepartmental_Movement,No_of_previous_employers,Promoted_or_Not
YAK/S/27064,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1985,2.5,2012,0,0,45,LAGOS,Yes,Married,No,No,1,0
YAK/S/27065,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1984,7.5,2016,0,0,72,LAGOS,Yes,Married,No,No,0,1
YAK/S/27067,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1987,12.5,2012,1,1,56,PLATEAU,Yes,Married,No,No,1,0
YAK/S/27068,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1979,2.5,2012,1,0,46,KADUNA,Yes,Married,No,No,0,0
YAK/S/27069,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1977,2.5,2016,0,0,45,LAGOS,Yes,Single,No,No,2,0
YAK/S/27072,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1991,2.5,2016,0,0,71,ENUGU,Yes,Married,No,No,0,0
YAK/S/27073,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1987,7.5,2015,0,0,51,BENUE,Yes,Married,No,No,1,0
YAK/S/27075,People/HR Management,MSc  MBA and PhD,Male,Agency and others,2,1984,7.5,2009,0,0,44,OGUN,Yes,Married,No,No,0,0
YAK/S/27077,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1985,12.5,2010,1,0,39,LAGOS,Yes,Single,No,No,3,0
YAK/S/27078,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,3,1988,7.5,2016,0,0,52,RIVERS,Yes,Married,No,No,3,0
YAK/S/27079,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,3,1996,0,2018,0,0,41,FCT,Yes,Married,No,No,1,0
YAK/S/27080,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1963,12.5,2004,0,0,55,LAGOS,Yes,Married,No,No,4,0
YAK/S/27081,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1968,2.5,2010,0,0,54,AKWA IBOM,Yes,Married,No,No,0,0
YAK/S/27082,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,3,1991,7.5,2012,1,0,73,PLATEAU,Yes,Married,No,No,1,0
YAK/S/27083,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1996,0,2018,0,0,71,OSUN,No,Single,No,No,0,0
YAK/S/27084,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1994,0,2018,0,0,55,ABIA,No,Married,No,No,1,0
YAK/S/27085,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1987,2.5,2011,0,0,60,EDO,Yes,Married,No,No,1,0
YAK/S/27087,Information and Strategy,First Degree or HND,Male,Agency and others,2,1987,10,2011,0,0,80,KANO,Yes,Single,No,No,1,0
YAK/S/27088,Information and Strategy,MSc  MBA and PhD,Male,Direct Internal process,2,1981,12.5,2012,1,0,78,FCT,Yes,Married,No,No,4,1
YAK/S/27089,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1992,12.5,2016,1,0,49,BAYELSA,Yes,Married,No,No,1,0
YAK/S/27090,Information Technology and Solution Support,Non University Education,Male,Referral and Special candidates,3,1998,0,2018,0,0,75,OSUN,Yes,Married,No,No,1,0
YAK/S/27091,Research and Innovation,First Degree or HND,Male,Direct Internal process,2,1992,0,2018,0,0,80,KANO,No,Married,No,No,1,0
YAK/S/27093,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1985,7.5,2009,0,0,42,OSUN,Yes,Married,No,No,2,0
YAK/S/27094,Commercial Sales and Marketing,,Male,Agency and others,2,1998,12.5,2017,1,0,38,RIVERS,Yes,Married,No,No,1,0
YAK/S/27095,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1985,2.5,2011,0,0,60,EKITI,No,Married,No,No,1,0
YAK/S/27096,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1981,10,2008,0,0,66,FCT,Yes,Married,No,No,0,0
YAK/S/27098,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1986,7.5,2010,0,1,69,FCT,Yes,Single,No,No,0,0
YAK/S/27100,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1964,7.5,2013,1,0,50,KOGI,No,Married,No,No,0,0
YAK/S/27101,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1989,7.5,2014,0,0,61,KWARA,Yes,Married,No,No,1,0
YAK/S/27103,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1987,12.5,2016,1,0,60,OYO,Yes,Married,No,No,1,0
YAK/S/27104,Business Finance Operations,First Degree or HND,Female,Direct Internal process,2,1993,5,2018,1,0,48,KADUNA,Yes,Married,No,No,4,1
YAK/S/27105,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1984,10,2015,0,0,49,IMO,Yes,Single,No,No,1,0
YAK/S/27106,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1994,0,2018,0,0,47,IMO,Yes,Married,No,No,0,0
YAK/S/27107,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1985,10,2017,1,0,40,DELTA,Yes,Married,No,No,1,0
YAK/S/27108,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1978,10,2005,1,0,56,OSUN,Yes,Married,No,No,0,0
YAK/S/27109,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1975,7.5,2013,0,0,39,AKWA IBOM,Yes,Married,No,No,3,0
YAK/S/27110,Sourcing and Purchasing,MSc  MBA and PhD,Female,Agency and others,2,1980,7.5,2015,1,0,59,FCT,Yes,Married,No,Yes,0,0
YAK/S/27111,Information and Strategy,,Male,Agency and others,3,1991,10,2014,0,0,79,BENUE,Yes,Married,No,No,0,0
YAK/S/27113,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1983,7.5,2015,0,0,41,EKITI,Yes,Married,No,No,1,0
YAK/S/27114,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1979,2.5,2005,1,0,85,OYO,Yes,Single,No,No,0,1
YAK/S/27115,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,2000,12.5,2017,0,0,38,ONDO,Yes,Married,No,No,0,0
YAK/S/27116,Commercial Sales and Marketing,,Male,Direct Internal process,2,1984,2.5,2016,0,0,39,PLATEAU,Yes,Single,No,No,0,0
YAK/S/27121,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1989,0,2018,0,0,50,AKWA IBOM,Yes,Married,No,No,4,0
YAK/S/27122,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1982,7.5,2011,0,0,60,KANO,Yes,Married,No,No,1,0
YAK/S/27123,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1986,12.5,2009,0,0,41,OSUN,Yes,Married,No,Yes,1,0
YAK/S/27124,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1996,5,2018,0,0,65,ENUGU,Yes,Married,No,No,1,0
YAK/S/27125,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1988,12.5,2016,1,0,51,RIVERS,Yes,Single,No,No,6,0
YAK/S/27126,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,5,1996,10,2016,0,0,40,YOBE,Yes,Married,No,No,0,0
YAK/S/27127,Information Technology and Solution Support,First Degree or HND,Male,Referral and Special candidates,2,1987,7.5,2012,0,0,67,OGUN,Yes,Married,No,No,1,0
YAK/S/27129,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1990,10,2013,0,0,72,OSUN,Yes,Married,No,No,3,0
YAK/S/27130,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Direct Internal process,2,1985,7.5,2014,0,0,44,KANO,Yes,Married,No,No,1,0
YAK/S/27131,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1963,7.5,1991,0,0,63,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/27132,Regulatory and Legal services,First Degree or HND,Male,Direct Internal process,4,1985,7.5,2015,1,0,54,LAGOS,No,Married,No,No,0,0
YAK/S/27133,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1992,0,2018,0,0,43,IMO,Yes,Married,No,No,1,0
YAK/S/27136,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1996,7.5,2017,0,0,62,LAGOS,Yes,Married,No,No,3,0
YAK/S/27139,Sourcing and Purchasing,First Degree or HND,Female,Direct Internal process,2,1995,7.5,2016,0,0,65,RIVERS,Yes,Single,No,No,1,0
YAK/S/27142,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1992,10,2017,1,0,52,ABIA,Yes,Married,No,No,5,0
YAK/S/27144,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,10,2017,0,0,42,FCT,Yes,Married,No,No,1,0
YAK/S/27145,Information Technology and Solution Support,MSc  MBA and PhD,Male,Direct Internal process,2,1990,7.5,2012,0,0,72,OYO,Yes,Married,No,No,2,0
YAK/S/27146,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1994,7.5,2016,0,0,67,KADUNA,Yes,Married,No,No,0,0
YAK/S/27149,Research and Innovation,First Degree or HND,Male,Agency and others,2,1993,0,2018,0,0,74,ONDO,Yes,Not_Sure,No,No,0,0
YAK/S/27150,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1970,10,1996,0,0,48,LAGOS,Yes,Married,No,No,3,0
YAK/S/27152,Customer Support and Field Operations,MSc  MBA and PhD,Male,Direct Internal process,2,1989,12.5,2010,1,0,56,KADUNA,Yes,Single,No,No,1,1
YAK/S/27153,Sourcing and Purchasing,MSc  MBA and PhD,Male,Agency and others,2,1983,5,2009,0,0,62,LAGOS,Yes,Married,No,Yes,0,0
YAK/S/27154,Information Technology and Solution Support,MSc  MBA and PhD,Male,Agency and others,2,1967,7.5,2004,0,0,72,NASSARAWA,Yes,Married,No,No,1,0
YAK/S/27155,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1989,12.5,2014,1,0,47,FCT,Yes,Married,No,No,6,0
YAK/S/27156,Commercial Sales and Marketing,First Degree or HND,Female,Direct Internal process,2,1992,12.5,2014,0,0,42,DELTA,Yes,Married,No,No,1,0
YAK/S/27158,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1995,7.5,2016,0,0,53,LAGOS,Yes,Married,No,No,1,0
YAK/S/27159,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1992,7.5,2014,0,0,53,ZAMFARA,Yes,Married,No,No,1,0
YAK/S/27160,Commercial Sales and Marketing,First Degree or HND,Female,Referral and Special candidates,2,1990,7.5,2014,1,0,41,GOMBE,Yes,Single,No,No,0,0
YAK/S/27161,Research and Innovation,MSc  MBA and PhD,Male,Direct Internal process,2,1988,5,2011,0,0,75,KEBBI,Yes,Married,No,No,1,0
YAK/S/27164,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1996,0,2018,0,0,69,OSUN,No,Married,No,No,0,0
YAK/S/27165,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1969,12.5,2004,1,1,73,FCT,Yes,Married,No,No,1,1
YAK/S/27169,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1979,12.5,2004,0,0,53,ABIA,Yes,Married,No,No,1,0
YAK/S/27170,People/HR Management,First Degree or HND,Male,Direct Internal process,2,1993,10,2013,0,0,42,EBONYI,Yes,Married,No,No,1,0
YAK/S/27171,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,2,1988,7.5,2013,1,0,51,KATSINA,Yes,Married,No,No,1,0
YAK/S/27172,Business Finance Operations,First Degree or HND,Male,Agency and others,3,1989,7.5,2015,0,0,55,IMO,Yes,Married,No,No,0,0
YAK/S/27173,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1991,2.5,2015,0,0,73,ANAMBRA,Yes,Married,No,No,0,0
YAK/S/27174,Customer Support and Field Operations,First Degree or HND,Male,Direct Internal process,2,1972,10,2012,0,0,51,EDO,Yes,Married,No,No,0,0
YAK/S/27177,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1995,7.5,2016,0,0,41,KANO,Yes,Married,No,No,2,0
YAK/S/27179,Sourcing and Purchasing,First Degree or HND,Male,Direct Internal process,2,1993,10,2014,0,0,66,OSUN,Yes,Married,No,No,0,0
YAK/S/27184,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1978,7.5,2006,0,0,42,KWARA,Yes,Married,No,Yes,1,0
YAK/S/27185,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1985,10,2010,1,0,35,TARABA,Yes,Single,No,No,1,1
YAK/S/27187,Business Finance Operations,First Degree or HND,Male,Referral and Special candidates,2,1993,12.5,2018,0,0,53,ABIA,Yes,Married,No,No,0,0
YAK/S/27188,Research and Innovation,MSc  MBA and PhD,Male,Agency and others,2,1981,7.5,2014,1,0,77,LAGOS,No,Married,No,No,0,0
YAK/S/27190,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1996,12.5,2016,0,0,38,KEBBI,No,Married,No,No,0,0
YAK/S/27191,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1988,7.5,2013,0,0,76,FCT,Yes,Married,No,No,0,0
YAK/S/27193,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1992,12.5,2015,1,0,42,LAGOS,Yes,Married,No,No,0,0
YAK/S/27194,Business Finance Operations,First Degree or HND,Male,Agency and others,5,1984,7.5,2009,0,0,49,KANO,Yes,Married,No,Yes,4,0
YAK/S/27195,Information and Strategy,First Degree or HND,Male,Direct Internal process,4,1992,12.5,2014,0,1,77,OGUN,Yes,Married,No,No,1,1
YAK/S/27196,Commercial Sales and Marketing,,Female,Direct Internal process,2,1978,10,2005,0,0,42,NIGER,Yes,Single,No,No,1,0
YAK/S/27199,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1994,10,2015,1,0,46,RIVERS,Yes,Married,No,No,3,0
YAK/S/27200,Sourcing and Purchasing,First Degree or HND,Female,Agency and others,2,1987,7.5,2011,0,0,59,DELTA,Yes,Single,No,No,0,0
YAK/S/27201,Information Technology and Solution Support,MSc  MBA and PhD,Female,Agency and others,2,1977,7.5,2001,0,0,71,LAGOS,Yes,Married,No,No,1,0
YAK/S/27202,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,5,1982,2.5,2010,0,0,43,OGUN,Yes,Married,No,No,5,0
YAK/S/27203,Customer Support and Field Operations,First Degree or HND,Male,Agency and others,4,1994,10,2016,0,0,53,OGUN,Yes,Single,No,No,1,0
YAK/S/27204,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1979,10,2008,0,0,70,ONDO,Yes,Married,No,No,1,0
YAK/S/27205,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1990,12.5,2015,1,0,62,LAGOS,Yes,Single,No,No,0,0
YAK/S/27206,Regulatory and Legal services,MSc  MBA and PhD,Male,Direct Internal process,2,1983,2.5,2016,0,0,50,LAGOS,Yes,Single,No,No,1,0
YAK/S/27207,Information and Strategy,First Degree or HND,Male,Agency and others,3,1994,0,2018,1,0,76,ONDO,Yes,Married,No,No,6,1
YAK/S/27208,Commercial Sales and Marketing,MSc  MBA and PhD,Female,Agency and others,2,1989,7.5,2010,0,0,40,KEBBI,Yes,Married,No,No,1,0
YAK/S/27209,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1988,5,2015,1,1,41,KATSINA,Yes,Married,No,No,2,0
YAK/S/27210,Customer Support and Field Operations,MSc  MBA and PhD,Male,Agency and others,2,1985,7.5,2010,0,0,49,LAGOS,Yes,Married,No,No,2,0
YAK/S/27211,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1988,7.5,2011,0,0,76,KADUNA,Yes,Married,No,No,1,0
YAK/S/27213,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1991,2.5,2017,0,0,70,LAGOS,Yes,Married,No,No,1,0
YAK/S/27214,Business Finance Operations,First Degree or HND,Male,Direct Internal process,2,1987,7.5,2016,0,0,50,LAGOS,Yes,Married,No,No,1,0
YAK/S/27215,Information and Strategy,First Degree or HND,Male,Direct Internal process,3,1993,12.5,2016,0,0,74,OYO,Yes,Married,No,No,0,0
YAK/S/27218,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1972,7.5,2012,1,0,71,LAGOS,Yes,Married,No,No,1,0
YAK/S/27219,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1991,10,2010,1,0,74,OGUN,Yes,Single,No,No,5,1
YAK/S/27221,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1977,12.5,2003,0,0,42,ADAMAWA,Yes,Married,No,No,1,0
YAK/S/27222,Commercial Sales and Marketing,First Degree or HND,Female,Agency and others,2,1990,7.5,2014,0,0,41,RIVERS,Yes,Married,No,Yes,0,0
YAK/S/27224,Information and Strategy,MSc  MBA and PhD,Male,Direct Internal process,3,1982,7.5,2005,0,0,74,BENUE,Yes,Single,No,No,1,0
YAK/S/27226,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,3,1996,7.5,2017,0,0,59,OGUN,Yes,Married,No,No,5,0
YAK/S/27227,Business Finance Operations,MSc  MBA and PhD,Male,Direct Internal process,3,1985,12.5,2009,1,0,47,FCT,Yes,Married,No,No,0,0
YAK/S/27228,Business Finance Operations,First Degree or HND,Male,Agency and others,2,1958,5,2013,0,0,55,PLATEAU,Yes,Married,No,No,0,0
YAK/S/27229,Commercial Sales and Marketing,,Male,Direct Internal process,2,1980,2.5,2007,0,0,46,LAGOS,Yes,Married,No,No,0,0
YAK/S/27230,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,3,1976,7.5,2014,0,0,42,OGUN,Yes,Single,No,No,1,0
YAK/S/27232,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1982,2.5,2011,0,0,37,ENUGU,Yes,Single,No,No,4,0
YAK/S/27233,Information Technology and Solution Support,First Degree or HND,Male,Agency and others,2,1993,0,2018,0,0,71,SOKOTO,Yes,Married,No,No,1,0
YAK/S/27236,Information and Strategy,First Degree or HND,Male,Direct Internal process,2,1994,0,2018,0,0,72,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/27237,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Direct Internal process,2,1970,10,2000,0,0,40,LAGOS,Yes,Single,No,No,4,0
YAK/S/27238,Customer Support and Field Operations,MSc  MBA and PhD,Female,Agency and others,2,1986,7.5,2010,0,0,48,NIGER,Yes,Married,No,Yes,0,0
YAK/S/27239,Sourcing and Purchasing,First Degree or HND,Male,Agency and others,2,1986,7.5,2012,1,1,57,DELTA,Yes,Married,No,No,0,0
YAK/S/27240,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1985,7.5,2011,0,0,42,KANO,Yes,Married,No,No,1,0
YAK/S/27241,Customer Support and Field Operations,First Degree or HND,Female,Referral and Special candidates,2,1990,7.5,2014,1,0,54,PLATEAU,Yes,Married,No,No,1,0
YAK/S/27242,Customer Support and Field Operations,First Degree or HND,Female,Agency and others,2,1965,7.5,2012,0,0,53,LAGOS,No,Married,No,Yes,3,0
YAK/S/27243,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1980,12.5,2015,1,0,42,ENUGU,Yes,Married,No,No,4,0
YAK/S/27244,Customer Support and Field Operations,,Male,Agency and others,2,1992,10,2018,0,0,54,SOKOTO,Yes,Married,No,No,0,0
YAK/S/27245,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1987,7.5,2011,0,0,54,LAGOS,Yes,Married,No,No,0,0
YAK/S/27246,Information Technology and Solution Support,First Degree or HND,Female,Agency and others,2,1990,7.5,2016,0,0,71,AKWA IBOM,Yes,Single,No,No,0,0
YAK/S/27247,Customer Support and Field Operations,First Degree or HND,Female,Direct Internal process,2,1976,7.5,2004,0,0,52,ENUGU,Yes,Single,No,No,0,0
YAK/S/27249,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1989,10,2015,1,0,71,NIGER,Yes,Married,No,No,0,0
YAK/S/27250,Regulatory and Legal services,First Degree or HND,Male,Agency and others,2,1990,12.5,2015,1,0,51,NIGER,Yes,Married,No,No,1,0
YAK/S/27251,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1965,2.5,2014,0,0,42,ANAMBRA,Yes,Married,No,No,1,0
YAK/S/27252,Research and Innovation,First Degree or HND,Male,Direct Internal process,2,1989,7.5,2012,0,0,72,PLATEAU,Yes,Married,No,No,0,0
YAK/S/27254,Commercial Sales and Marketing,First Degree or HND,Male,Direct Internal process,2,1993,7.5,2015,0,0,39,PLATEAU,Yes,Married,No,No,0,0
YAK/S/27255,Commercial Sales and Marketing,MSc  MBA and PhD,Male,Agency and others,2,1980,7.5,2015,1,0,47,EDO,Yes,Married,No,No,1,0
YAK/S/27256,Information Technology and Solution Support,First Degree or HND,Female,Direct Internal process,2,1988,7.5,2014,0,0,71,FCT,Yes,Married,Yes,No,0,0
YAK/S/27258,Information and Strategy,First Degree or HND,Female,Direct Internal process,2,1995,7.5,2015,0,0,78,ENUGU,Yes,Single,No,No,1,0
YAK/S/27259,Information Technology and Solution Support,First Degree or HND,Male,Direct Internal process,2,1983,7.5,2012,0,0,72,ONDO,No,Married,No,No,1,0
YAK/S/27260,People/HR Management,First Degree or HND,Female,Agency and others,2,1987,5,2012,1,0,45,ANAMBRA,Yes,Married,No,Yes,0,0
YAK/S/27261,Commercial Sales and Marketing,First Degree or HND,Male,Agency and others,2,1979,2.5,2014,1,0,43,OGUN,Yes,Married,No,Yes,0,0
